mls_number,price,address,above_grade_bedrooms,below_grade_bedrooms,bathrooms,community_name,land_size,annual_prop_tax
W5910157,"$1,199,000","154 KATHERINE RD
Toronto, Ontario M3K1J7","Above Grade
3",,"Total
1","Community Name
Downsview-Roding-CFB","Land Size
43.7 x 132.03 FT ; Irregular","Annual Property Taxes
$3,955.91"
W5910039,"$1,695,000","634 BROCK AVE
Toronto, Ontario M6H3P2","Above Grade
3",,"Total
2","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
16.34 x 107 FT","Annual Property Taxes
$4,189.71"
W5910015,"$869,999","139 PRISCILLA AVE
Toronto, Ontario M6S3W4","Above Grade
2","Below Grade
1","Total
2","Community Name
Runnymede-Bloor West Village","Land Size
25 x 100 FT ; Right Of Way, Driveway","Annual Property Taxes
$4,328.70"
E5910293,"$1,989,000","33 WALLINGTON AVE
Toronto, Ontario M4C2M7","Above Grade
4",,"Total
4","Community Name
Woodbine-Lumsden","Land Size
25 x 100 FT","Annual Property Taxes
$0"
E5910211,"$1,380,000","33 SANDYHOOK SQ
Toronto, Ontario M1W3N6","Above Grade
3","Below Grade
1","Total
4","Community Name
Steeles","Land Size
26 x 110 FT","Annual Property Taxes
$4,391.93"
C5910229,"$7,600,000","21 MASON BLVD
Toronto, Ontario M5M3C6","Above Grade
5","Below Grade
2","Total
8","Community Name
Bedford Park-Nortown","Land Size
180.17 x 283.25 FT ; Irregular Lot, Refer To Survey|1/2 - 1.99 acres","Annual Property Taxes
$26,408.40"
C5910057,"$2,895,000","16 TEAGARDEN CRT
Toronto, Ontario M2N5Z9","Above Grade
4","Below Grade
1","Total
4","Community Name
Willowdale East","Land Size
76.87 x 103.43 FT ; Irregular , As Per Survey( Pie-Shaped)","Annual Property Taxes
$10,660.70"
C5910053,"$1,399,000","125 FAIRHOLME AVE
Toronto, Ontario M6B2X1","Above Grade
2","Below Grade
1","Total
2","Community Name
Englemount-Lawrence","Land Size
50 x 103 FT","Annual Property Taxes
$4,764.77"
C5909857,"$1,699,000","46 CRAIGHURST AVE
Toronto, Ontario M4R1J8","Above Grade
4",,"Total
3","Community Name
Lawrence Park South","Land Size
17.48 x 134.16 FT","Annual Property Taxes
$5,662.12"
E5909775,"$1,699,000","10 COLONEL DANFORTH TR
Toronto, Ontario M1C1P9","Above Grade
4","Below Grade
1","Total
4","Community Name
Centennial Scarborough","Land Size
55 x 185 FT","Annual Property Taxes
$4,562.56"
C5909791,"$1,988,000","187 BESTVIEW DR
Toronto, Ontario M2M4B5","Above Grade
5","Below Grade
1","Total
6","Community Name
Bayview Woods-Steeles","Land Size
75 x 140.23 FT ; Irregular As Per Survey - Corner Lot","Annual Property Taxes
$7,804.37"
C5909795,"$6,750,000","4 FOREST WOOD RD
Toronto, Ontario M5V2V6","Above Grade
4","Below Grade
2","Total
8","Community Name
Forest Hill North","Land Size
51 x 113.5 FT","Annual Property Taxes
$11,261.05"
C5909729,"$1,799,000","145 PORTLAND ST
Toronto, Ontario M5V2N4","Above Grade
4",,"Total
2","Community Name
Waterfront Communities C1","Land Size
16.83 x 96 FT","Annual Property Taxes
$6,600"
C5909673,"$3,388,000","168 HADDINGTON AVE
Toronto, Ontario M5M2P6","Above Grade
4","Below Grade
1","Total
6","Community Name
Bedford Park-Nortown","Land Size
46 x 130 FT","Annual Property Taxes
$8,670.12"
W5909471,"$1,255,000","161 WRIGHT AVE
Toronto, Ontario M9N3Z1","Above Grade
3",,"Total
4","Community Name
Weston","Land Size
29.53 x 80.38 FT","Annual Property Taxes
$3,717.92"
C5909531,"$2,199,000","30 ROCKVALE AVE
Toronto, Ontario M6E3A9","Above Grade
4","Below Grade
1","Total
6","Community Name
Oakwood Village","Land Size
25 x 99 FT","Annual Property Taxes
$3,580"
C5909459,"$3,980,000","89 INGLEWOOD DR
Toronto, Ontario M4T1H4","Above Grade
5","Below Grade
1","Total
5","Community Name
Rosedale-Moore Park","Land Size
46.25 x 125.97 FT","Annual Property Taxes
$14,534.46"
C5909325,"$3,868,000","111 BANSTOCK DR
Toronto, Ontario M2K2H7","Above Grade
4","Below Grade
2","Total
6","Community Name
Bayview Woods-Steeles","Land Size
60.76 x 127.3 FT","Annual Property Taxes
$0"
W5909233,"$1,068,000","139 SHARPECROFT BLVD
Toronto, Ontario M3J1P6","Above Grade
3","Below Grade
2","Total
2","Community Name
York University Heights","Land Size
30 x 120 FT","Annual Property Taxes
$3,427"
E5908785,"$999,900","3117 ST CLAIR AVE E
Toronto, Ontario M1L1T9","Above Grade
3",,"Total
2","Community Name
Clairlea-Birchmount","Land Size
54 x 92.4 FT","Annual Property Taxes
$3,772.64"
C5908983,"$1,395,000","26 KENTON DR
Toronto, Ontario M2R2H8","Above Grade
3","Below Grade
2","Total
2","Community Name
Newtonbrook West","Land Size
60 x 125 FT","Annual Property Taxes
$5,681.56"
W5908661,"$1,099,000","161 EARLSCOURT AVE
Toronto, Ontario M6E4B2","Above Grade
3","Below Grade
1","Total
2","Community Name
Corso Italia-Davenport","Land Size
18.25 x 128 FT","Annual Property Taxes
$4,193"
W5908447,"$2,198,000","1068 BRIAR HILL AVE
Toronto, Ontario M6B1M7","Above Grade
3","Below Grade
3","Total
6","Community Name
Briar Hill-Belgravia","Land Size
25.03 x 118.5 FT ; 25.03 Ft X 118.50 Ft X 25.03 Ft X 118.6","Annual Property Taxes
$3,879.82"
E5908477,"$1,249,900","38 TORRENS AVE
Toronto, Ontario M4K2H8","Above Grade
2","Below Grade
2","Total
3","Community Name
Broadview North","Land Size
30 x 150 FT","Annual Property Taxes
$5,782.19"
C5908593,"$5,149,000","5 DALEBERRY PL
Toronto, Ontario M3B2A5","Above Grade
3","Below Grade
2","Total
4","Community Name
Banbury-Don Mills","Land Size
100 x 150 FT","Annual Property Taxes
$14,764.70"
40375092,"$1,250,000","364 PACIFIC Avenue
Toronto, Ontario M6P2R1","Above Grade
2",,"Total
2",,"Land Size
under 1/2 acre",
W5908153,"$1,349,900","11 MARIANFELD AVE
Toronto, Ontario M6B3W2","Above Grade
3",,"Total
1","Community Name
Yorkdale-Glen Park","Land Size
60.8 x 119 FT ; 119Ft North Side & 110Ft On South Side","Annual Property Taxes
$5,257.68"
W5908051,"$1,600,000","20 GREENLAW AVE
Toronto, Ontario M6H3V5","Above Grade
3",,"Total
2","Community Name
Corso Italia-Davenport","Land Size
25 x 148 FT","Annual Property Taxes
$4,581.52"
W5908073,"$2,300,000","106 LAKE PROM
Toronto, Ontario M8W1A4","Above Grade
3",,"Total
5","Community Name
Long Branch","Land Size
25.58 x 138 FT","Annual Property Taxes
$4,575.20"
E5908135,"$2,689,000","170 COURCELETTE RD
Toronto, Ontario M1N2T2","Above Grade
4",,"Total
4","Community Name
Birchcliffe-Cliffside","Land Size
25 x 121.83 FT","Annual Property Taxes
$7,444.17"
C5908287,"$2,999,000","171 WINONA DR
Toronto, Ontario M6G3T1","Above Grade
4",,"Total
5","Community Name
Wychwood","Land Size
23.5 x 140 FT ; Widens To 25Ft","Annual Property Taxes
$10,724.64"
C5907861,"$3,150,000","469 EUCLID AVE
Toronto, Ontario M6G2T1","Above Grade
4","Below Grade
1","Total
6","Community Name
Palmerston-Little Italy","Land Size
20.5 x 127 FT","Annual Property Taxes
$10,136.70"
40376045,"$3,195,000","3 OREGON Trail
Etobicoke, Ontario M9B1P4","Above Grade
5","Below Grade
2","Total
6",,"Land Size
under 1/2 acre",
W5907663,"$1,599,000","963 LANSDOWNE AVE
Toronto, Ontario M6H3Z5","Above Grade
5",,"Total
3","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
18.01 x 120 FT","Annual Property Taxes
$5,256"
W5907627,"$1,550,000","16 HILLAVON DR
Toronto, Ontario M9B2P5","Above Grade
3",,"Total
2","Community Name
Princess-Rosethorn","Land Size
38.05 x 110.55 FT ; Pie- Shaped Lot - Wide In The Back","Annual Property Taxes
$4,821.65"
E5907625,"$1,180,000","48 BOEM AVE
Toronto, Ontario M1R3T5","Above Grade
3","Below Grade
2","Total
2","Community Name
Wexford-Maryvale","Land Size
40 x 124.75 FT","Annual Property Taxes
$3,751"
C5907789,"$6,100,000","34 YORK RIDGE RD
Toronto, Ontario M2P1R7","Above Grade
4",,"Total
7","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
100.07 x 158.18 FT ; Lot Back 69.30","Annual Property Taxes
$23,751"
W5907345,"$1,399,000","19 GREEN LANES
Toronto, Ontario M8Z4V5","Above Grade
2","Below Grade
2","Total
2","Community Name
Islington-City Centre West","Land Size
36.67 x 120 FT","Annual Property Taxes
$5,143.93"
C5907323,"$2,838,800","40A TERRACE AVE
Toronto, Ontario M2R1E9","Above Grade
4","Below Grade
1","Total
5","Community Name
Willowdale West","Land Size
35.99 x 125.07 FT","Annual Property Taxes
$0"
C5907317,"$3,840,000","70 STANDISH AVE
Toronto, Ontario M4W3B1","Above Grade
4","Below Grade
1","Total
4","Community Name
Rosedale-Moore Park","Land Size
25 x 136 FT","Annual Property Taxes
$10,730.22"
C5907167,"$1,998,000","464 ELM RD
Toronto, Ontario M5M3X1","Above Grade
2","Below Grade
1","Total
2","Community Name
Bedford Park-Nortown","Land Size
39.5 x 120 FT ; Irregular Lot","Annual Property Taxes
$9,055.60"
C5907053,"$1,299,000","194 KENNARD AVE
Toronto, Ontario M3H4M7","Above Grade
3","Below Grade
1","Total
2","Community Name
Bathurst Manor","Land Size
33 x 114.6 FT","Annual Property Taxes
$3,968.54"
E5906801,"$1,399,900","21 PLACENTIA BLVD
Toronto, Ontario M1S3Z5","Above Grade
4","Below Grade
1","Total
4","Community Name
Agincourt North","Land Size
100 x 40 FT","Annual Property Taxes
$4,025.42"
C5906815,"$1,800,000","144 WOLSELEY ST
Toronto, Ontario M6J3R4","Above Grade
4","Below Grade
3","Total
3","Community Name
Trinity-Bellwoods","Land Size
17.01 x 110 FT","Annual Property Taxes
$6,584.74"
C5906713,"$1,588,000","19 LAURELCREST AVE
Toronto, Ontario M3H2A5","Above Grade
3","Below Grade
2","Total
2","Community Name
Clanton Park","Land Size
125 x 50 FT","Annual Property Taxes
$5,586.29"
C5906719,"$3,890,000","101 GLENROSE AVE
Toronto, Ontario M4T1K7","Above Grade
5",,"Total
6","Community Name
Rosedale-Moore Park","Land Size
32 x 139 FT","Annual Property Taxes
$8,417.34"
W5906695,"$1,549,000","8 CALLENDER ST
Toronto, Ontario M6R2H3","Above Grade
5",,"Total
3","Community Name
Roncesvalles","Land Size
24.67 x 116.54 FT","Annual Property Taxes
$6,521.55"
W5906529,"$1,239,000","128 FOURTH ST
Toronto, Ontario M8V2Y7","Above Grade
2","Below Grade
2","Total
2","Community Name
New Toronto","Land Size
25 x 118 FT","Annual Property Taxes
$3,549.98"
W5906445,"$1,180,000","266 SYMINGTON AVE
Toronto, Ontario M6P3W8","Above Grade
4",,"Total
2","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
20.17 x 125 FT","Annual Property Taxes
$4,518.32"
C5906447,"$1,849,000","232 HILLCREST AVE
Toronto, Ontario M2N3P2","Above Grade
3",,"Total
2","Community Name
Willowdale East","Land Size
38 x 133 FT","Annual Property Taxes
$8,770"
C5905517,"$3,499,000","221 WILLOWDALE AVE
Toronto, Ontario M2N4Z4","Above Grade
4","Below Grade
3","Total
6","Community Name
Willowdale East","Land Size
45.18 x 146 FT ; Walking Distance To Sheppard & Yonge St","Annual Property Taxes
$14,200"
C5905457,"$1,850,000","7 STAFFORD RD
Toronto, Ontario M2R1T7","Above Grade
3","Below Grade
3","Total
4","Community Name
Willowdale West","Land Size
53.42 x 112.5 FT ; Sidewalk Free Lot","Annual Property Taxes
$6,161.35"
W5905271,"$949,000","37 HATFIELD CRES
Toronto, Ontario M9W3R7","Above Grade
2",,"Total
1","Community Name
Elms-Old Rexdale","Land Size
37 x 176 FT","Annual Property Taxes
$3,077.51"
W5905155,"$1,849,000","48 MACDONELL AVE
Toronto, Ontario M6R2A2","Above Grade
4","Below Grade
1","Total
3","Community Name
Roncesvalles","Land Size
25 x 137 FT","Annual Property Taxes
$7,267.89"
W5904889,"$1,069,888","11 RONALD AVE
Toronto, Ontario M6E4M5","Above Grade
2","Below Grade
2","Total
2","Community Name
Briar Hill-Belgravia","Land Size
25 x 125.5 FT","Annual Property Taxes
$3,311.33"
C5905179,"$2,495,000","38 CAMERON AVE
Toronto, Ontario M2N1E1","Above Grade
4","Below Grade
1","Total
4","Community Name
Lansing-Westgate","Land Size
30 x 130 FT","Annual Property Taxes
$8,505.82"
C5905157,"$2,950,000","25 ROCKLAND DR
Toronto, Ontario M2M2Y8","Above Grade
4",,"Total
5","Community Name
Bayview Woods-Steeles","Land Size
50 x 120 FT","Annual Property Taxes
$7,444.17"
C5904861,"$8,700,000","51 SAINTFIELD AVE
Toronto, Ontario M3C2M9","Above Grade
3",,"Total
4","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
64.46 x 198.55 FT ; An Irregular Shaped Lot","Annual Property Taxes
$21,499"
C5904689,"$2,728,000","83 SHELBORNE AVE
Toronto, Ontario M5N1Z2","Above Grade
4","Below Grade
1","Total
4","Community Name
Bedford Park-Nortown","Land Size
40 x 119.9 FT","Annual Property Taxes
$7,469.44"
C5904651,"$5,498,000","30 FOREST RIDGE DR
Toronto, Ontario M6B1H3","Above Grade
4","Below Grade
1","Total
5","Community Name
Forest Hill North","Land Size
50 x 121 FT","Annual Property Taxes
$7,561.08"
W5904165,"$1,029,000","75 CLAYHALL CRES
Toronto, Ontario M3J1W5","Above Grade
4","Below Grade
2","Total
3","Community Name
York University Heights","Land Size
46.27 x 102.38 FT","Annual Property Taxes
$2,970.08"
E5904135,"$1,799,900","31 RAYNES CRES
Toronto, Ontario M1V3V6","Above Grade
4","Below Grade
1","Total
4","Community Name
Milliken","Land Size
44.29 x 120.14 FT","Annual Property Taxes
$5,763.72"
C5904147,"$1,398,888","7 NORTHERN PL
Toronto, Ontario M6K2V1","Above Grade
3","Below Grade
1","Total
3","Community Name
Little Portugal","Land Size
15.33 x 65 FT","Annual Property Taxes
$3,852"
C5903877,"$3,188,000","9 BOWAN CRT
Toronto, Ontario M2K3A8","Above Grade
5",,"Total
6","Community Name
Bayview Woods-Steeles","Land Size
59.06 x 126.44 FT","Annual Property Taxes
$12,897.75"
C5903697,"$1,880,000","243 DREWRY AVE
Toronto, Ontario M2M1E3","Above Grade
4","Below Grade
4","Total
4","Community Name
Newtonbrook West","Land Size
48 x 156.25 FT","Annual Property Taxes
$7,760.14"
E5903417,"$999,000","77 VALLEY STREAM DR
Toronto, Ontario M1V2A4","Above Grade
3","Below Grade
2","Total
2","Community Name
Agincourt South-Malvern West","Land Size
30.81 x 120.51 FT","Annual Property Taxes
$2,890"
C5903371,"$1,498,800","422 DAVENPORT RD
Toronto, Ontario M4V1B5","Above Grade
2","Below Grade
1","Total
2","Community Name
Casa Loma","Land Size
23.08 x 127 FT","Annual Property Taxes
$5,400"
W5902929,"$2,790,000","50 MACDONELL AVE
Toronto, Ontario M6R2A2","Above Grade
4","Below Grade
1","Total
4","Community Name
Roncesvalles","Land Size
28.75 x 137 FT","Annual Property Taxes
$5,858.02"
C5902907,"$9,800,000","378 FAIRLAWN AVE
Toronto, Ontario M5M1T8","Above Grade
6","Below Grade
1","Total
9","Community Name
Bedford Park-Nortown","Land Size
50 x 152 FT","Annual Property Taxes
$43,152.12"
W5902513,"$1,899,777","10 UNO DR
Toronto, Ontario M8Z3N6","Above Grade
3","Below Grade
1","Total
5","Community Name
Stonegate-Queensway","Land Size
40 x 100 FT","Annual Property Taxes
$6,622.60"
C5902797,"$1,899,000","150 BRUNSWICK AVE
Toronto, Ontario M5S2M2","Above Grade
4",,"Total
3","Community Name
Annex","Land Size
20.25 x 120 FT","Annual Property Taxes
$7,890.16"
W5902431,"$1,488,000","140 HONEYWOOD RD
Toronto, Ontario M3N1B4","Above Grade
4",,"Total
5","Community Name
Glenfield-Jane Heights","Land Size
50 x 139.1 FT","Annual Property Taxes
$4,549.91"
W5902447,"$899,000","1A LIPPINCOTT ST W
Toronto, Ontario M9N1B3","Above Grade
2",,"Total
3","Community Name
Weston","Land Size
42.08 x 138 FT","Annual Property Taxes
$3,045.92"
W5902061,"$2,688,000","13 PRENNAN AVE
Toronto, Ontario M9B4B5","Above Grade
4","Below Grade
1","Total
5","Community Name
Islington-City Centre West","Land Size
33.3 x 160 FT","Annual Property Taxes
$4,790.05"
W5901911,"$1,649,900","262 NAIRN AVE
Toronto, Ontario M6E4H6","Above Grade
4","Below Grade
2","Total
4","Community Name
Caledonia-Fairbank","Land Size
19.5 x 128 FT","Annual Property Taxes
$4,663.66"
W5901889,"$1,588,600","8 LUDSTONE DR
Toronto, Ontario M9R2H9","Above Grade
3","Below Grade
2","Total
2","Community Name
Willowridge-Martingrove-Richview","Land Size
50 x 110 FT","Annual Property Taxes
$4,145.48"
W5901545,"$2,199,000","73 GARDEN AVE
Toronto, Ontario M6R1H8","Above Grade
2",,"Total
1","Community Name
Roncesvalles","Land Size
30 x 125 FT","Annual Property Taxes
$6,028.64"
E5901895,$1,"33 TWIN PAULS CRES
Toronto, Ontario M1R3Z6","Above Grade
4","Below Grade
2","Total
8","Community Name
Wexford-Maryvale","Land Size
40 x 123 FT ; Rear - 60 X 123 Feet","Annual Property Taxes
$3,510"
E5901489,"$970,000","232 RHODES AVE
Toronto, Ontario M4L3A1","Above Grade
2","Below Grade
1","Total
2","Community Name
Greenwood-Coxwell","Land Size
25 x 110 FT","Annual Property Taxes
$4,726.86"
C5901715,"$2,250,000","62 BELGRAVE AVE
Toronto, Ontario M5M3T1","Above Grade
3",,"Total
4","Community Name
Bedford Park-Nortown","Land Size
43.03 x 136.24 FT ; North Side 118.98","Annual Property Taxes
$6,148.71"
C5901665,"$1,895,000","86 ARGYLE ST
Toronto, Ontario M6J1N9","Above Grade
4","Below Grade
1","Total
3","Community Name
Little Portugal","Land Size
20.2 x 135.46 FT","Annual Property Taxes
$7,469.44"
C5901473,"$1,749,000","52 BENSON AVE
Toronto, Ontario M6G2H6","Above Grade
3","Below Grade
1","Total
3","Community Name
Wychwood","Land Size
16.25 x 132 FT","Annual Property Taxes
$6,180.31"
E5901265,"$1,419,000","20 PORTER CRES
Toronto, Ontario M1P1E7","Above Grade
3","Below Grade
2","Total
2","Community Name
Dorset Park","Land Size
40 x 125 FT ; None","Annual Property Taxes
$3,476.67"
C5901089,"$9,980,000","49 PLYMBRIDGE RD
Toronto, Ontario M2P1A2","Above Grade
5","Below Grade
1","Total
9","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
85.56 x 175.15 FT","Annual Property Taxes
$44,734.20"
C5901049,"$8,950,000","10 BERKINDALE DR
Toronto, Ontario M2L1Z5","Above Grade
5","Below Grade
2","Total
10","Community Name
St. Andrew-Windfields","Land Size
100.6 x 151.29 FT","Annual Property Taxes
$45,385.42"
E5900927,"$3,299,786","20 CHATTERTON BLVD
Toronto, Ontario M1M2G2","Above Grade
5","Below Grade
2","Total
5","Community Name
Scarborough Village","Land Size
67 x 125 FT","Annual Property Taxes
$8,278.32"
C5901021,"$1,999,000","211 FINCH AVE W
Toronto, Ontario M2R1M2","Above Grade
3",,"Total
1","Community Name
Willowdale West","Land Size
50 x 142.37 FT","Annual Property Taxes
$7,319.94"
C5900889,"$3,633,333","48 CHATFIELD DR
Toronto, Ontario M3B1K5","Above Grade
3","Below Grade
1","Total
2","Community Name
Banbury-Don Mills","Land Size
54.3 x 173.77 FT ; Irregular Lot ..Pie Shaped","Annual Property Taxes
$8,708.04"
C5900833,"$3,699,888","443 HILLSDALE AVE E
Toronto, Ontario M4S1V1","Above Grade
4","Below Grade
2","Total
6","Community Name
Mount Pleasant East","Land Size
26.7 x 144.7 FT","Annual Property Taxes
$7,065"
W5900559,"$1,350,000","1275 DAVENPORT RD
Toronto, Ontario M6H2H2","Above Grade
2","Below Grade
1","Total
3","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
17.58 x 82 FT","Annual Property Taxes
$3,659.96"
W5900595,"$1,099,000","56 FUTURA DR
Toronto, Ontario M3N2L7","Above Grade
3",,"Total
2","Community Name
Glenfield-Jane Heights","Land Size
30.04 x 125.09 FT","Annual Property Taxes
$3,039.60"
W5900433,"$879,000","23 DUBRAY AVE
Toronto, Ontario M3K1V6","Above Grade
3",,"Total
2","Community Name
Downsview-Roding-CFB","Land Size
28.43 x 117 FT","Annual Property Taxes
$2,913.21"
C5900663,"$4,288,000","32 GILGORM RD
Toronto, Ontario M5N2M5","Above Grade
4","Below Grade
1","Total
5","Community Name
Forest Hill North","Land Size
28.67 x 132 FT ; *Check Full Legal Descrip. Geowarehouse","Annual Property Taxes
$0"
C5900401,"$2,195,000","370 CLEVELAND ST
Toronto, Ontario M4S2W9","Above Grade
3",,"Total
3","Community Name
Mount Pleasant East","Land Size
25 x 150 FT","Annual Property Taxes
$8,897.62"
C5900233,"$2,150,000","42 GATEHEAD RD
Toronto, Ontario M2J2P5","Above Grade
5",,"Total
3","Community Name
Bayview Village","Land Size
44.82 x 143.63 FT ; Irreg Pie Widens To 86 Ft At Back","Annual Property Taxes
$8,171"
