mls_number,price,address,above_grade_bedrooms,below_grade_bedrooms,bathrooms,community_name,land_size,annual_prop_tax
C5893031,"$1,675,000","19 TRAILSIDE DR
Toronto, Ontario","Above Grade
3","Below Grade
1","Total
3","Community Name
Don Valley Village","Land Size
51 x 118 FT","Annual Property Taxes
$5,472.50"
C5893113,"$2,390,000","51 HURON ST
Toronto, Ontario M5T2A6","Above Grade
4",,"Total
5","Community Name
Kensington-Chinatown","Land Size
17.5 x 121.17 FT","Annual Property Taxes
$7,444.17"
W5893309,"$1,149,000","14 CULNAN AVE
Toronto, Ontario M8Z5A8","Above Grade
2","Below Grade
1","Total
1","Community Name
Stonegate-Queensway","Land Size
40 x 142 FT","Annual Property Taxes
$4,328.74"
E5893415,"$1,000,000","59 MALTA ST
Toronto, Ontario M1N2L2","Above Grade
3","Below Grade
2","Total
2","Community Name
Birchcliffe-Cliffside","Land Size
40 x 124.97 FT","Annual Property Taxes
$3,008"
C5893575,"$1,699,999","210 MERTON ST
Toronto, Ontario M4S1A1","Above Grade
3",,"Total
3","Community Name
Mount Pleasant West","Land Size
20.54 x 53.71 FT ; Utilities Easement","Annual Property Taxes
$6,881.75"
W5893537,"$1,399,900","23 BOWSPRIT AVE
Toronto, Ontario M9P2Y4","Above Grade
3","Below Grade
1","Total
2","Community Name
Humber Heights","Land Size
30 x 120 FT","Annual Property Taxes
$4,170.75"
40370408,"$4,100,000","21 MARTIN GROVE Road
Etobicoke, Ontario M9B4K1","Above Grade
4","Below Grade
1","Total
6",,"Land Size
under 1/2 acre",
E5893973,"$1,968,000","252A MONARCH PARK AVE
Toronto, Ontario M4J4S5","Above Grade
3",,"Total
5","Community Name
Danforth Village-East York","Land Size
21.68 x 100.13 FT","Annual Property Taxes
$3,380.80"
W5893913,"$1,499,000","21 ORMSKIRK CRT
Toronto, Ontario M6S1B2","Above Grade
3",,"Total
2","Community Name
High Park-Swansea","Land Size
30.08 x 120.32 FT","Annual Property Taxes
$5,750.59"
W5894357,"$1,168,000","17 GARDEN PL
Toronto, Ontario M8W1M2","Above Grade
1",,"Total
2","Community Name
Long Branch","Land Size
25 x 120 FT","Annual Property Taxes
$3,134.49"
C5894693,"$7,395,000","3 MILDENHALL RD
Toronto, Ontario M4N3G2","Above Grade
5","Below Grade
1","Total
7","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
66 x 114 FT","Annual Property Taxes
$23,927.27"
C5894683,"$2,699,900","49 MARATHON CRES
Toronto, Ontario M2R2L8","Above Grade
4","Below Grade
1","Total
5","Community Name
Newtonbrook West","Land Size
57.64 x 113.7 FT","Annual Property Taxes
$7,305"
E5894997,"$1,399,000","19 BOXDENE AVE
Toronto, Ontario M1V3C9","Above Grade
3","Below Grade
2","Total
5","Community Name
Milliken","Land Size
30.21 x 109.08 FT","Annual Property Taxes
$3,934.92"
W5894721,"$4,100,000","21 MARTIN GROVE RD
Toronto, Ontario M9B4K1","Above Grade
4","Below Grade
1","Total
6","Community Name
Islington-City Centre West","Land Size
53.5 x 150.08 FT","Annual Property Taxes
$11,368.48"
W5894993,"$1,198,000","1010 CALEDONIA RD
Toronto, Ontario M6B3Z1","Above Grade
4","Below Grade
2","Total
3","Community Name
Yorkdale-Glen Park","Land Size
50.39 x 121 FT","Annual Property Taxes
$4,398.25"
W5895197,"$1,928,000","108B ROYAL YORK RD
Toronto, Ontario M8V2V1","Above Grade
4",,"Total
4","Community Name
Mimico","Land Size
25 x 125 FT","Annual Property Taxes
$5,478.86"
C5895291,"$3,650,000","335 MELROSE AVE
Toronto, Ontario M5M1Z5","Above Grade
4","Below Grade
1","Total
5","Community Name
Bedford Park-Nortown","Land Size
25 x 150 FT","Annual Property Taxes
$11,633.89"
C5895325,"$5,998,000","206 RUSSELL HILL RD
Toronto, Ontario M4V2T2","Above Grade
7","Below Grade
1","Total
6","Community Name
Casa Loma","Land Size
72 x 163.5 FT","Annual Property Taxes
$17,383.32"
C5895409,"$2,869,000","86 FLORENCE AVE
Toronto, Ontario M2N1G3","Above Grade
4","Below Grade
1","Total
4","Community Name
Lansing-Westgate","Land Size
25 x 130 FT","Annual Property Taxes
$0"
W5895337,"$1,042,000","12 LOOMIS CRT
Toronto, Ontario M3J1P8","Above Grade
3","Below Grade
1","Total
2","Community Name
York University Heights","Land Size
19 x 123.08 FT ; 19X123.08X71.89X101.75","Annual Property Taxes
$3,273.41"
E5895877,"$4,900,000","41 HILL CRES
Toronto, Ontario M1M1J3","Above Grade
5",,"Total
7","Community Name
Scarborough Village","Land Size
100 x 412 FT","Annual Property Taxes
$26,105.10"
C5895995,"$4,298,800","106 BYNG AVE
Toronto, Ontario M2N4K4","Above Grade
4","Below Grade
2","Total
7","Community Name
Willowdale East","Land Size
50 x 160 FT","Annual Property Taxes
$18,768.40"
C5896433,"$3,688,000","26 INVERMAY AVE
Toronto, Ontario M3H1Z3","Above Grade
4","Below Grade
1","Total
6","Community Name
Clanton Park","Land Size
50 x 110 FT","Annual Property Taxes
$13,656"
E5896505,"$1,599,900","35 MINTO ST
Toronto, Ontario M4L1B5","Above Grade
3","Below Grade
1","Total
3","Community Name
Greenwood-Coxwell","Land Size
26 x 40 FT ; City Views","Annual Property Taxes
$5,250.20"
W5896631,"$1,848,000","79A LABURNHAM AVE
Toronto, Ontario M8W1S8","Above Grade
4",,"Total
4","Community Name
Long Branch","Land Size
22.5 x 125 FT","Annual Property Taxes
$0"
W5896673,"$1,349,888","19 HOUNSLOW HEATH RD
Toronto, Ontario M6N1G7","Above Grade
3",,"Total
2","Community Name
Weston-Pellam Park","Land Size
16.67 x 100 FT ; Reverse Pie Shape 29.25 Feet At Rear","Annual Property Taxes
$3,873.75"
W5896699,"$1,199,999","58 BELLMAN AVE
Toronto, Ontario M8W4A4","Above Grade
3",,"Total
1","Community Name
Alderwood","Land Size
43.5 x 171.5 FT","Annual Property Taxes
$3,772.64"
W5896733,"$5,500,000","6 WESTMOUNT PARK RD
Toronto, Ontario M9P1R5","Above Grade
4","Below Grade
1","Total
7","Community Name
Humber Heights","Land Size
120 x 306 FT","Annual Property Taxes
$22,926.53"
C5896963,"$2,980,000","1 MONTRESSOR DR
Toronto, Ontario M2P1Y9","Above Grade
5","Below Grade
1","Total
4","Community Name
St. Andrew-Windfields","Land Size
74.81 x 112.33 FT","Annual Property Taxes
$9,870.79"
C5897067,"$5,649,000","17 DUNBAR RD
Toronto, Ontario M4W2X5","Above Grade
4","Below Grade
1","Total
6","Community Name
Rosedale-Moore Park","Land Size
22.03 x 167 FT ; Irregular Lot - L Shaped, 0.21 Acre","Annual Property Taxes
$10,717.50"
C5897291,"$2,488,000","479 GLENGARY AVE
Toronto, Ontario M5M1E9","Above Grade
5","Below Grade
1","Total
4","Community Name
Bedford Park-Nortown","Land Size
54.99 x 106 FT","Annual Property Taxes
$7,656.65"
E5896803,"$1,249,000","40 STONEY CREEK DR
Toronto, Ontario M1E3L3","Above Grade
4",,"Total
2","Community Name
West Hill","Land Size
40.05 x 145.13 FT","Annual Property Taxes
$3,387.16"
E5896877,"$1,999,900","14 HAIDA CRT
Toronto, Ontario M1C3L1","Above Grade
4",,"Total
5","Community Name
Highland Creek","Land Size
81.77 x 342.17 FT ; Irregular Shape Lot","Annual Property Taxes
$5,567.66"
E5896957,"$2,688,800","2536 ST CLAIR AVE E
Toronto, Ontario M4B1M1","Above Grade
4",,"Total
5","Community Name
O'Connor-Parkview","Land Size
11.77 x 29.81 M","Annual Property Taxes
$0"
E5897273,"$1,288,888","372 WOODBINE AVE
Toronto, Ontario M4L3P6","Above Grade
5","Below Grade
2","Total
3","Community Name
The Beaches","Land Size
18.5 x 118 FT","Annual Property Taxes
$4,560"
W5896871,"$1,838,000","57 BIRCHVIEW CRES
Toronto, Ontario M6P3H9","Above Grade
4",,"Total
2","Community Name
High Park North","Land Size
31.79 x 90 FT","Annual Property Taxes
$7,090.28"
W5897079,"$1,349,900","9 MACLEOD ST
Toronto, Ontario M6L2M7","Above Grade
3","Below Grade
1","Total
2","Community Name
Maple Leaf","Land Size
39.99 x 139.85 FT","Annual Property Taxes
$4,031.73"
E5897415,"$1,399,000","16 DON MILLS RD
Toronto, Ontario M4J3Z7","Above Grade
3","Below Grade
1","Total
2","Community Name
East York","Land Size
30.75 x 122.75 FT","Annual Property Taxes
$4,025.41"
W5897433,"$2,499,000","203 HIGH PARK AVE
Toronto, Ontario M6P2S5","Above Grade
6","Below Grade
2","Total
3","Community Name
High Park North","Land Size
30 x 148 FT","Annual Property Taxes
$8,300"
C5897791,"$2,999,900","57 ALAMOSA DR
Toronto, Ontario M2J2N8","Above Grade
3","Below Grade
2","Total
3","Community Name
Bayview Village","Land Size
70 x 150 FT ; 150.77' X 80' Rear","Annual Property Taxes
$9,479"
E5897969,"$949,000","48 ST DUNSTAN DR
Toronto, Ontario M1L2V5","Above Grade
1","Below Grade
2","Total
2","Community Name
Oakridge","Land Size
25 x 110 FT","Annual Property Taxes
$2,496.10"
W5897945,"$974,988","30 BELGRAVIA AVE
Toronto, Ontario M6E2M5","Above Grade
3",,"Total
2","Community Name
Briar Hill-Belgravia","Land Size
25 x 110 FT","Annual Property Taxes
$3,140"
E5898333,"$1,599,900","46 PERIVALE CRES
Toronto, Ontario M1J2C3","Above Grade
3","Below Grade
2","Total
3","Community Name
Bendale","Land Size
50.07 x 125.16 FT","Annual Property Taxes
$3,627.30"
W5898317,"$949,000","22 BUTTONWOOD AVE
Toronto, Ontario M6M2J1","Above Grade
3","Below Grade
1","Total
4","Community Name
Mount Dennis","Land Size
27.76 x 146 FT ; Rear 15.44 Ft East 204.34 Ft, West 146Ft","Annual Property Taxes
$3,100"
C5898521,"$3,149,900","129 LAURELCREST AVE
Toronto, Ontario M3H2B4","Above Grade
5","Below Grade
1","Total
5","Community Name
Clanton Park","Land Size
50 x 120 FT","Annual Property Taxes
$9,510.59"
C5898569,"$2,288,000","146 BANNOCKBURN AVE
Toronto, Ontario M5M2N5","Above Grade
3","Below Grade
3","Total
4","Community Name
Bedford Park-Nortown","Land Size
50.11 x 130 FT ; Rear 50.47 (As Per Geowarehouse)","Annual Property Taxes
$7,185.08"
W5898653,"$1,659,000","8 WINSDALE RD
Toronto, Ontario M9C2W8","Above Grade
3","Below Grade
1","Total
2","Community Name
Markland Wood","Land Size
110 x 50 FT ; See Geo For Specifics","Annual Property Taxes
$5,718"
C5898785,"$2,599,000","995 BATHURST ST
Toronto, Ontario M5R3G8","Above Grade
5","Below Grade
1","Total
4","Community Name
Annex","Land Size
20.25 x 140 FT","Annual Property Taxes
$7,671"
C5898827,"$4,388,000","1 GEORGE HENRY BLVD
Toronto, Ontario M2J1E1","Above Grade
4","Below Grade
2","Total
6","Community Name
Henry Farm","Land Size
90.61 x 146.92 FT ; Pie Shape","Annual Property Taxes
$14,000"
C5899135,"$1,288,000","110 CLOVELLY AVE
Toronto, Ontario M6E2E6","Above Grade
4","Below Grade
1","Total
6","Community Name
Oakwood Village","Land Size
25 x 120 FT","Annual Property Taxes
$3,672.81"
W5899093,"$1,699,000","75 O'HARA AVE
Toronto, Ontario M6K2R3","Above Grade
4","Below Grade
1","Total
4","Community Name
Roncesvalles","Land Size
20 x 122 FT","Annual Property Taxes
$6,041.28"
C5899407,"$2,098,800","35 ROSLIN AVE
Toronto, Ontario M4N1Y8","Above Grade
3",,"Total
4","Community Name
Lawrence Park North","Land Size
25 x 125 FT","Annual Property Taxes
$7,058"
C5899597,"$4,399,950","71 YORKVIEW DR
Toronto, Ontario M2R1J7","Above Grade
4","Below Grade
1","Total
7","Community Name
Willowdale West","Land Size
49.17 x 155 FT","Annual Property Taxes
$16,322.83"
C5899831,"$1,890,000","58 GLEN ECHO RD
Toronto, Ontario M4N2E3","Above Grade
3",,"Total
2","Community Name
Lawrence Park North","Land Size
25 x 100.58 FT","Annual Property Taxes
$6,483.63"
E5899419,"$1,299,000","11 ROWALLAN DR
Toronto, Ontario M1E2Y5","Above Grade
4","Below Grade
1","Total
3","Community Name
West Hill","Land Size
43.27 x 122.36 FT ; Irreg. Lot","Annual Property Taxes
$3,305.01"
E5899761,"$1,380,000","9 INGLETON BLVD
Toronto, Ontario M1V3L9","Above Grade
3","Below Grade
1","Total
4","Community Name
Milliken","Land Size
30.33 x 98.22 FT","Annual Property Taxes
$4,366.66"
W5899549,"$2,900,000","187 RATHBURN RD
Toronto, Ontario M9B2L5","Above Grade
4","Below Grade
1","Total
5","Community Name
Islington-City Centre West","Land Size
50 x 110 FT","Annual Property Taxes
$9,116.31"
C5899873,"$2,968,800","313 ORIOLE PKWY
Toronto, Ontario M5P2H6","Above Grade
5",,"Total
5","Community Name
Yonge-Eglinton","Land Size
50.08 x 108.83 FT ; Large, Private Fenced Yard","Annual Property Taxes
$11,223.13"
C5900233,"$2,150,000","42 GATEHEAD RD
Toronto, Ontario M2J2P5","Above Grade
5",,"Total
3","Community Name
Bayview Village","Land Size
44.82 x 143.63 FT ; Irreg Pie Widens To 86 Ft At Back","Annual Property Taxes
$8,171"
C5900663,"$4,288,000","32 GILGORM RD
Toronto, Ontario M5N2M5","Above Grade
4","Below Grade
1","Total
5","Community Name
Forest Hill North","Land Size
28.67 x 132 FT ; *Check Full Legal Descrip. Geowarehouse","Annual Property Taxes
$0"
W5900433,"$879,000","23 DUBRAY AVE
Toronto, Ontario M3K1V6","Above Grade
3",,"Total
2","Community Name
Downsview-Roding-CFB","Land Size
28.43 x 117 FT","Annual Property Taxes
$2,913.21"
W5900595,"$1,099,000","56 FUTURA DR
Toronto, Ontario M3N2L7","Above Grade
3",,"Total
2","Community Name
Glenfield-Jane Heights","Land Size
30.04 x 125.09 FT","Annual Property Taxes
$3,039.60"
W5900559,"$1,350,000","1275 DAVENPORT RD
Toronto, Ontario M6H2H2","Above Grade
2","Below Grade
1","Total
3","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
17.58 x 82 FT","Annual Property Taxes
$3,659.96"
C5900833,"$3,699,888","443 HILLSDALE AVE E
Toronto, Ontario M4S1V1","Above Grade
4","Below Grade
2","Total
6","Community Name
Mount Pleasant East","Land Size
26.7 x 144.7 FT","Annual Property Taxes
$7,065"
C5900889,"$3,633,333","48 CHATFIELD DR
Toronto, Ontario M3B1K5","Above Grade
3","Below Grade
1","Total
2","Community Name
Banbury-Don Mills","Land Size
54.3 x 173.77 FT ; Irregular Lot ..Pie Shaped","Annual Property Taxes
$8,708.04"
C5901021,"$1,999,000","211 FINCH AVE W
Toronto, Ontario M2R1M2","Above Grade
3",,"Total
1","Community Name
Willowdale West","Land Size
50 x 142.37 FT","Annual Property Taxes
$7,319.94"
E5900927,"$3,299,786","20 CHATTERTON BLVD
Toronto, Ontario M1M2G2","Above Grade
5","Below Grade
2","Total
5","Community Name
Scarborough Village","Land Size
67 x 125 FT","Annual Property Taxes
$8,278.32"
C5901049,"$8,950,000","10 BERKINDALE DR
Toronto, Ontario M2L1Z5","Above Grade
5","Below Grade
2","Total
10","Community Name
St. Andrew-Windfields","Land Size
100.6 x 151.29 FT","Annual Property Taxes
$45,385.42"
C5901089,"$9,980,000","49 PLYMBRIDGE RD
Toronto, Ontario M2P1A2","Above Grade
5","Below Grade
1","Total
9","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
85.56 x 175.15 FT","Annual Property Taxes
$44,734.20"
E5901265,"$1,419,000","20 PORTER CRES
Toronto, Ontario M1P1E7","Above Grade
3","Below Grade
2","Total
2","Community Name
Dorset Park","Land Size
40 x 125 FT ; None","Annual Property Taxes
$3,476.67"
C5901665,"$1,895,000","86 ARGYLE ST
Toronto, Ontario M6J1N9","Above Grade
4","Below Grade
1","Total
3","Community Name
Little Portugal","Land Size
20.2 x 135.46 FT","Annual Property Taxes
$7,469.44"
C5901715,"$2,250,000","62 BELGRAVE AVE
Toronto, Ontario M5M3T1","Above Grade
3",,"Total
4","Community Name
Bedford Park-Nortown","Land Size
43.03 x 136.24 FT ; North Side 118.98","Annual Property Taxes
$6,148.71"
E5901489,"$970,000","232 RHODES AVE
Toronto, Ontario M4L3A1","Above Grade
2","Below Grade
1","Total
2","Community Name
Greenwood-Coxwell","Land Size
25 x 110 FT","Annual Property Taxes
$4,726.86"
E5901895,$1,"33 TWIN PAULS CRES
Toronto, Ontario M1R3Z6","Above Grade
4","Below Grade
2","Total
8","Community Name
Wexford-Maryvale","Land Size
40 x 123 FT ; Rear - 60 X 123 Feet","Annual Property Taxes
$3,510"
W5901545,"$2,199,000","73 GARDEN AVE
Toronto, Ontario M6R1H8","Above Grade
2",,"Total
1","Community Name
Roncesvalles","Land Size
30 x 125 FT","Annual Property Taxes
$6,028.64"
W5901889,"$1,588,600","8 LUDSTONE DR
Toronto, Ontario M9R2H9","Above Grade
3","Below Grade
2","Total
2","Community Name
Willowridge-Martingrove-Richview","Land Size
50 x 110 FT","Annual Property Taxes
$4,145.48"
W5901911,"$1,649,900","262 NAIRN AVE
Toronto, Ontario M6E4H6","Above Grade
4","Below Grade
2","Total
4","Community Name
Caledonia-Fairbank","Land Size
19.5 x 128 FT","Annual Property Taxes
$4,663.66"
W5902061,"$2,688,000","13 PRENNAN AVE
Toronto, Ontario M9B4B5","Above Grade
4","Below Grade
1","Total
5","Community Name
Islington-City Centre West","Land Size
33.3 x 160 FT","Annual Property Taxes
$4,790.05"
W5902431,"$1,488,000","140 HONEYWOOD RD
Toronto, Ontario M3N1B4","Above Grade
4",,"Total
5","Community Name
Glenfield-Jane Heights","Land Size
50 x 139.1 FT","Annual Property Taxes
$4,549.91"
W5902447,"$899,000","1A LIPPINCOTT ST W
Toronto, Ontario M9N1B3","Above Grade
2",,"Total
3","Community Name
Weston","Land Size
42.08 x 138 FT","Annual Property Taxes
$3,045.92"
C5902797,"$1,899,000","150 BRUNSWICK AVE
Toronto, Ontario M5S2M2","Above Grade
4",,"Total
3","Community Name
Annex","Land Size
20.25 x 120 FT","Annual Property Taxes
$7,890.16"
W5902513,"$1,899,777","10 UNO DR
Toronto, Ontario M8Z3N6","Above Grade
3","Below Grade
1","Total
5","Community Name
Stonegate-Queensway","Land Size
40 x 100 FT","Annual Property Taxes
$6,622.60"
C5902907,"$9,800,000","378 FAIRLAWN AVE
Toronto, Ontario M5M1T8","Above Grade
6","Below Grade
1","Total
9","Community Name
Bedford Park-Nortown","Land Size
50 x 152 FT","Annual Property Taxes
$43,152.12"
W5902929,"$2,790,000","50 MACDONELL AVE
Toronto, Ontario M6R2A2","Above Grade
4","Below Grade
1","Total
4","Community Name
Roncesvalles","Land Size
28.75 x 137 FT","Annual Property Taxes
$5,858.02"
E5903417,"$999,000","77 VALLEY STREAM DR
Toronto, Ontario M1V2A4","Above Grade
3","Below Grade
2","Total
2","Community Name
Agincourt South-Malvern West","Land Size
30.81 x 120.51 FT","Annual Property Taxes
$2,890"
C5903877,"$3,188,000","9 BOWAN CRT
Toronto, Ontario M2K3A8","Above Grade
5",,"Total
6","Community Name
Bayview Woods-Steeles","Land Size
59.06 x 126.44 FT","Annual Property Taxes
$12,897.75"
C5904147,"$1,398,888","7 NORTHERN PL
Toronto, Ontario M6K2V1","Above Grade
3","Below Grade
1","Total
3","Community Name
Little Portugal","Land Size
15.33 x 65 FT","Annual Property Taxes
$3,852"
E5904135,"$1,799,900","31 RAYNES CRES
Toronto, Ontario M1V3V6","Above Grade
4","Below Grade
1","Total
4","Community Name
Milliken","Land Size
44.29 x 120.14 FT","Annual Property Taxes
$5,763.72"
W5904165,"$1,029,000","75 CLAYHALL CRES
Toronto, Ontario M3J1W5","Above Grade
4","Below Grade
2","Total
3","Community Name
York University Heights","Land Size
46.27 x 102.38 FT","Annual Property Taxes
$2,970.08"
C5904651,"$5,498,000","30 FOREST RIDGE DR
Toronto, Ontario M6B1H3","Above Grade
4","Below Grade
1","Total
5","Community Name
Forest Hill North","Land Size
50 x 121 FT","Annual Property Taxes
$7,561.08"
C5904689,"$2,728,000","83 SHELBORNE AVE
Toronto, Ontario M5N1Z2","Above Grade
4","Below Grade
1","Total
4","Community Name
Bedford Park-Nortown","Land Size
40 x 119.9 FT","Annual Property Taxes
$7,469.44"
C5904861,"$8,700,000","51 SAINTFIELD AVE
Toronto, Ontario M3C2M9","Above Grade
3",,"Total
4","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
64.46 x 198.55 FT ; An Irregular Shaped Lot","Annual Property Taxes
$21,499"
C5905157,"$2,950,000","25 ROCKLAND DR
Toronto, Ontario M2M2Y8","Above Grade
4",,"Total
5","Community Name
Bayview Woods-Steeles","Land Size
50 x 120 FT","Annual Property Taxes
$7,444.17"
C5905179,"$2,495,000","38 CAMERON AVE
Toronto, Ontario M2N1E1","Above Grade
4","Below Grade
1","Total
4","Community Name
Lansing-Westgate","Land Size
30 x 130 FT","Annual Property Taxes
$8,505.82"
W5905155,"$1,849,000","48 MACDONELL AVE
Toronto, Ontario M6R2A2","Above Grade
4","Below Grade
1","Total
3","Community Name
Roncesvalles","Land Size
25 x 137 FT","Annual Property Taxes
$7,267.89"
W5905271,"$949,000","37 HATFIELD CRES
Toronto, Ontario M9W3R7","Above Grade
2",,"Total
1","Community Name
Elms-Old Rexdale","Land Size
37 x 176 FT","Annual Property Taxes
$3,077.51"
C5905457,"$1,850,000","7 STAFFORD RD
Toronto, Ontario M2R1T7","Above Grade
3","Below Grade
3","Total
4","Community Name
Willowdale West","Land Size
53.42 x 112.5 FT ; Sidewalk Free Lot","Annual Property Taxes
$6,161.35"
C5905517,"$3,499,000","221 WILLOWDALE AVE
Toronto, Ontario M2N4Z4","Above Grade
4","Below Grade
3","Total
6","Community Name
Willowdale East","Land Size
45.18 x 146 FT ; Walking Distance To Sheppard & Yonge St","Annual Property Taxes
$14,200"
C5906447,"$1,849,000","232 HILLCREST AVE
Toronto, Ontario M2N3P2","Above Grade
3",,"Total
2","Community Name
Willowdale East","Land Size
38 x 133 FT","Annual Property Taxes
$8,770"
W5906445,"$1,180,000","266 SYMINGTON AVE
Toronto, Ontario M6P3W8","Above Grade
4",,"Total
2","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
20.17 x 125 FT","Annual Property Taxes
$4,518.32"
W5906695,"$1,549,000","8 CALLENDER ST
Toronto, Ontario M6R2H3","Above Grade
5",,"Total
3","Community Name
Roncesvalles","Land Size
24.67 x 116.54 FT","Annual Property Taxes
$6,521.55"
C5906713,"$1,588,000","19 LAURELCREST AVE
Toronto, Ontario M3H2A5","Above Grade
3","Below Grade
2","Total
2","Community Name
Clanton Park","Land Size
125 x 50 FT","Annual Property Taxes
$5,586.29"
C5906719,"$3,890,000","101 GLENROSE AVE
Toronto, Ontario M4T1K7","Above Grade
5",,"Total
6","Community Name
Rosedale-Moore Park","Land Size
32 x 139 FT","Annual Property Taxes
$8,417.34"
C5906815,"$1,800,000","144 WOLSELEY ST
Toronto, Ontario M6J3R4","Above Grade
4","Below Grade
3","Total
3","Community Name
Trinity-Bellwoods","Land Size
17.01 x 110 FT","Annual Property Taxes
$6,584.74"
E5906801,"$1,399,900","21 PLACENTIA BLVD
Toronto, Ontario M1S3Z5","Above Grade
4","Below Grade
1","Total
4","Community Name
Agincourt North","Land Size
100 x 40 FT","Annual Property Taxes
$4,025.42"
C5907053,"$1,299,000","194 KENNARD AVE
Toronto, Ontario M3H4M7","Above Grade
3","Below Grade
1","Total
2","Community Name
Bathurst Manor","Land Size
33 x 114.6 FT","Annual Property Taxes
$3,968.54"
C5907167,"$1,998,000","464 ELM RD
Toronto, Ontario M5M3X1","Above Grade
2","Below Grade
1","Total
2","Community Name
Bedford Park-Nortown","Land Size
39.5 x 120 FT ; Irregular Lot","Annual Property Taxes
$9,055.60"
C5907317,"$3,840,000","70 STANDISH AVE
Toronto, Ontario M4W3B1","Above Grade
4","Below Grade
1","Total
4","Community Name
Rosedale-Moore Park","Land Size
25 x 136 FT","Annual Property Taxes
$10,730.22"
C5907323,"$2,838,800","40A TERRACE AVE
Toronto, Ontario M2R1E9","Above Grade
4","Below Grade
1","Total
5","Community Name
Willowdale West","Land Size
35.99 x 125.07 FT","Annual Property Taxes
$0"
W5907345,"$1,399,000","19 GREEN LANES
Toronto, Ontario M8Z4V5","Above Grade
2","Below Grade
2","Total
2","Community Name
Islington-City Centre West","Land Size
36.67 x 120 FT","Annual Property Taxes
$5,143.93"
C5907789,"$6,100,000","34 YORK RIDGE RD
Toronto, Ontario M2P1R7","Above Grade
4",,"Total
7","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
100.07 x 158.18 FT ; Lot Back 69.30","Annual Property Taxes
$23,751"
E5907625,"$1,180,000","48 BOEM AVE
Toronto, Ontario M1R3T5","Above Grade
3","Below Grade
2","Total
2","Community Name
Wexford-Maryvale","Land Size
40 x 124.75 FT","Annual Property Taxes
$3,751"
W5907627,"$1,550,000","16 HILLAVON DR
Toronto, Ontario M9B2P5","Above Grade
3",,"Total
2","Community Name
Princess-Rosethorn","Land Size
38.05 x 110.55 FT ; Pie- Shaped Lot - Wide In The Back","Annual Property Taxes
$4,821.65"
W5907663,"$1,599,000","963 LANSDOWNE AVE
Toronto, Ontario M6H3Z5","Above Grade
5",,"Total
3","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
18.01 x 120 FT","Annual Property Taxes
$5,256"
40376045,"$3,195,000","3 OREGON Trail
Etobicoke, Ontario M9B1P4","Above Grade
5","Below Grade
2","Total
6",,"Land Size
under 1/2 acre",
C5907861,"$3,150,000","469 EUCLID AVE
Toronto, Ontario M6G2T1","Above Grade
4","Below Grade
1","Total
6","Community Name
Palmerston-Little Italy","Land Size
20.5 x 127 FT","Annual Property Taxes
$10,136.70"
C5908287,"$2,999,000","171 WINONA DR
Toronto, Ontario M6G3T1","Above Grade
4",,"Total
5","Community Name
Wychwood","Land Size
23.5 x 140 FT ; Widens To 25Ft","Annual Property Taxes
$10,724.64"
W5908051,"$1,600,000","20 GREENLAW AVE
Toronto, Ontario M6H3V5","Above Grade
3",,"Total
2","Community Name
Corso Italia-Davenport","Land Size
25 x 148 FT","Annual Property Taxes
$4,581.52"
W5908073,"$2,300,000","106 LAKE PROM
Toronto, Ontario M8W1A4","Above Grade
3",,"Total
5","Community Name
Long Branch","Land Size
25.58 x 138 FT","Annual Property Taxes
$4,575.20"
W5908153,"$1,349,900","11 MARIANFELD AVE
Toronto, Ontario M6B3W2","Above Grade
3",,"Total
1","Community Name
Yorkdale-Glen Park","Land Size
60.8 x 119 FT ; 119Ft North Side & 110Ft On South Side","Annual Property Taxes
$5,257.68"
40375092,"$1,250,000","364 PACIFIC Avenue
Toronto, Ontario M6P2R1","Above Grade
2",,"Total
2",,"Land Size
under 1/2 acre",
C5908593,"$5,149,000","5 DALEBERRY PL
Toronto, Ontario M3B2A5","Above Grade
3","Below Grade
2","Total
4","Community Name
Banbury-Don Mills","Land Size
100 x 150 FT","Annual Property Taxes
$14,764.70"
W5908447,"$2,198,000","1068 BRIAR HILL AVE
Toronto, Ontario M6B1M7","Above Grade
3","Below Grade
3","Total
6","Community Name
Briar Hill-Belgravia","Land Size
25.03 x 118.5 FT ; 25.03 Ft X 118.50 Ft X 25.03 Ft X 118.6","Annual Property Taxes
$3,879.82"
C5908983,"$1,395,000","26 KENTON DR
Toronto, Ontario M2R2H8","Above Grade
3","Below Grade
2","Total
2","Community Name
Newtonbrook West","Land Size
60 x 125 FT","Annual Property Taxes
$5,681.56"
E5908785,"$870,000","3117 ST CLAIR AVE E
Toronto, Ontario M1L1T9","Above Grade
3",,"Total
2","Community Name
Clairlea-Birchmount","Land Size
54 x 92.4 FT","Annual Property Taxes
$3,772.64"
